Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Jack Freed,Chemistry,2.0,4.3,12,"Freed is, without a doubt, one of the worst professors at Cornell. His exams are completely unfair and frequently test material that he skips over in lecture/on problem sets. The textbook is almost completely useless, the lectures are boring and riddled with mistakes, and problem sets are verbatum from other sources. Do not take any class with him."
Jack Corgel,Finance,3.5,4.1,8,"Really nice guy who clearly knows what he's talking about if you talk one on one, just isn't great at teaching it in lecture. You need to teach yourself most things to do well on quizzes. The final was unreasonably hard."
Adi Grabiner-Keinan,Education,1.0,4.4,3,"EDUC 2610 is an annoying and tedious class. Much of the curriculum and content in every 3 hour class period is pretty much spent on discussing how good and valuable the class and program (Intergroup Dialogue Project) is. There's lots of talk of changing society through education, but this class does nothing for that goal. Lots of work and it sucks."
Walter LaFeber,History,4.9,3.1,14,"I studied under Professor LaFeber back in the late 1970s as an undergraduate at Cornell.  He is the best teacher I've ever had.  He has the ability to inspire you with his command of and passion for the material.  He demands excellence.  The lectures were a high art form, organized around a 3-word outline and including great anecdotes. Magnifcent."
Walter Frisch,Computer Science,5.0,4.5,2,Excellent
Walter Koenig,Biology,5.0,2.0,2,Lectures were very entertaining and informative.  Tells a good story.
Wally Boudry,Hotel  Restaurant Management,2.8,3.0,3,What a waste of money. Very insecure and needs to leave Cornell.
John McKinley,Accounting,5.0,3.3,6,"Easy A/A+. Makes accounting enjoyable. Caring and willing to work with students outside of class. If you are looking for an easy A for accounting, his class is best to take."
Janet Hendrickson,Languages,5.0,3.0,1,"Profesora Hendrickson is an incredible instructor! Classes are very engaging, and she is very friendly and helpful. She genuinely cares about her students. There is a lot of HW, though, so be ready for that."
Cristobal Young,Sociology,3.1,2.3,15,"Your grade will mostly depend on two exams. He never specify what he really want to see on the exams, like graphs, examples, etc. The exams are not very relevant to the lectures. Avoid him if possible."
Rajit Manohar,Engineering,4.4,4.1,8,"Ridiculously brilliant, even for cornell"
Tapan Mitra,Economics,4.1,4.2,16,Econ 3030 is a pretty straight forward class and Mitra explains the material well. The one thing is that he does repeat himself and lectures can drag on.
Andrew Reed,Psychology,3.0,4.0,1,Reed lectures really fast and he had the TAs grade the paper pretty unfairly.  He assigns alot of articles to read... which he tests heavily on.  I found the subject really interesting but I would not recommend taking this class with Reed.
Robert Reed,Biology,3.0,3.0,1,"Professor Reed was the head professor when I took BIOEE 1780. He is an overall nice guy, and he is relatively funny, but he can be a bit condescending sometimes when you come to ask him for help. He was an alright professor, but not the best."
Jaleesa Reed,Management,5.0,3.0,1,"Really nice and useful materials! She rly knows what she wanna teach and how to deliver them clearly. No final exam but a big group project with clear grading criteria. Love the topic, love this class."
Hod Lipson,Engineering,2.7,3.0,8,I don't understand why people below keep saying that the lectures for MAE 2250 is useless. And the people who say that sit on the back and don't even listen to the lectures. They only think lectures are helpful if they help you increase your grade. Well. the lectures are not helpful that way but it is very fruitful if you're going to be a meche.
Daisy Fan,Computer Science,3.7,3.2,141,Fan always brings awesome energy and a good sense of humor to lectures. She's great at presenting information intuitively. The class is also extremely well structured. I would highly recommend taking any course with her
Fangfang LI,Asian Studies,4.8,2.9,4,Lovely and caring professor! But you have to actually work for your final grade
Nancy Lorr,Biology,4.2,2.8,14,"AMAZING PROFESSOR!!! I have never had such a caring professor that genuinely wants her students to understand the material and do well in the class. There is a lot of work but you learn more than in most classes, especially for a topic that is so important if you are pre-med/vet/etc and will use physiology again."
Nancy Chau,Business,4.1,3.3,17,"She's been a great professor, liked her more than others!"
Banu Griffin,Near Eastern Studies,5.0,1.0,1,take turkish!! 
Griffin Guardala,Chemistry,3.9,2.1,9,He rocks!
Griffin Erich,Agriculture,5.0,1.0,1,Griffin Erich is amazing. He sure knows his paw-paws! Ask him about his strawberries.
Matthew Freedman,Economics,4.7,1.7,3,I guarantee that he is one of the best professors in Cornell. Take his class if possible.
Lewis Freedman,Physical Education,4.5,1.0,2,"Lewis is great; he's personable, he moves the class slowly enough so everyone can easily keep up, and I learned a lot. His Intro to Yoga class is definitely more based on stretching and balance than it is on strength, which makes it very relaxing and a nice break during the day from other classes. He made doing yoga fun and easy. "
Freedom King,Mathematics,4.0,2.0,4,"Absolutely amazing professor. Freedom's genuine love for the material keeps the lectures fun and lively. Also, a superstar in his field. When the class is over you will have learned a huge amount of material- and in a strangely painless manner too. Bravo."
Ti Alkire,Languages,4.9,2.6,22,"Such a sweet man- one of the most interesting classes I've taken at Cornell. The recorded speaking homework definitely piles up and was hard to find time to do in a quiet area, but great class!"
Joeva Barrow,Molecular Biosciences,2.9,3.4,4,"Dr. Barrow had interesting content, but wasn't the most engaging lecturer. Her case studies and exams were also harder than Dr. Johnson's, and graded much more harshly. Honestly the worst part of this course was the disengaged TAs (they would be hiding amongst students during lecture, then speed out as soon as it ended). "
John Cawley,Political Science,4.3,2.5,18,"One of the best professors I've ever had. Always able to crack a joke or link something back to his crazy family history. Super interesting lectures/content, and the Policy Wargame at the end of the class was honestly my favorite project that I've ever done. I would take him for literally every class if I could, I cannot recommend him higher"
Mona Olsen,Hospitality,4.0,1.0,1,"PhYZ 101 she is a good teacher take her , an easy A class , not tough grader"
Mona Krewel,Government,4.0,2.0,1,"Prelims are based on lecture content, so study the slides. Make sure to manage your time well with the final term paper. Overall, the class was well put together and Professor Krewel is a very knowledgable lecturer."
Anita Racine,Design,4.6,4.3,8,"Anita Racine is strict in her grading, and she will push you to be the best you can be. She will be honest with you, even when it is not what you want to hear, because she truly wants to see her students succeed. She makes herself available to her students and loves to answer questions."
Shawkat Toorawa,Literature,4.4,2.1,15,"He was very welcoming and didn't give much work. The whole class was surrounded by 8 though papers based on what we were reading, and a final project. Half the papers were interchangeable for art pieces which were easy and quick. not a stressful course in any means, although be ready to read."
Kenneth Mudge,Agriculture,2.9,2.3,4,"Ken is a great guy. He's a little goofy, but very knowledgeable The class is very practical and a great way to spend a few hours in a forest every week. If you stay on top of the readings, the workload is pretty minimal. With a little effort an A is pretty easy to get."
Kenneth Torrance,Engineering,3.2,2.9,9,Today I learned from my professor that Ken passed away. I am sure he was a nice guy and his contribution to the field of computer graphics (Specular BRDF Model) is covered in many textbooks.
Kenneth Roberts,Political Science,4.4,3.0,9,"Roberts is awesome. Sometimes he'll be describing a coup or rebellion and be like ""yeah I was down there talking with the president when it happened."" The book was actually really interesting. Posts all lecture slides online. The weekly 1-pagers are an easy grade anchor, research paper and final are not bad if you use notes and put in effort"
Kenneth Reardon,Architecture,4.8,2.5,11,Helping to create a post-Katrina New Orleans plan was a unique experience CRP 2000 offered. Professor Reardon has got to be the most helpful person alive. He makes an 8:40 am class feel like noon.
Kenneth Chong,Engineering,4.0,3.0,1,"Very clear and organized lecturer. His lecturing skill noticeably improved as the semester went on since this was his first large lecture teaching, good became better. His exams are relatively straight forward, however no practice exams were posted. Problem sets were manageable."
Jeffrey Zorn,Near Eastern Studies,4.5,3.2,6,"Professor Zorn is amazing - Jerusalem the holy (arkeo/jwst 2666) is my favorite class I took at Cornell. It is definitely a challenging class, but he is so passionate about the content that it was so enjoyable. If you take diligent notes and memorize the slide IDs for the exams it won't be too difficult. 10/10 would recommend."
Matt Marx,Economics,5.0,3.0,1,"I really cannot sing Professor Marxs praises enough! I know next to nothing about start-ups, but Marxs lectures are always accessible and engaging. He really cares about his students and goes above and beyond to make sure we are assessed fairly. Has the most amazing guest lecturers!!"
Zach Manchester,Aerospace Eng. & Mechanics,5.0,2.0,1,One of the best engineering teachers I've come across at Cornell
Ramesh Mallipeddi,English,3.5,2.9,10,Brilliant and kind though he is hard to understand at first. His ideas are brilliant and rich and class conversations are generally very enlightening.
Qing Ma,Hospitality,4.1,3.0,7,"He's very fair and organized. As long as you follow the class materials, it is not difficult to do well. All about effort."
Jura Liaukonyte,Business,4.0,2.5,2,"Professor Jura was great to learn from.  She is very interested in the subject matter and actively engages students in the classroom.  The homeworks require quite a bit of time and are group work, so pick a good group.  Grades are very exam based and also depend on the final project.  Nothing was too difficult to learn and help was available."
Jurandir oliveira,Languages,3.9,1.2,11,"Jura made my first year at Cornell. Never have I looked forward to a class more. He's hilarious and seems like he's always on red bull, but at the same time, he's extremely dedicated, caring, and knowledgeable. If you put effort in he will make sure you do well. Can't recommend the class high enough, just make sure you can handle some teasing."
Katie Destiny Compton,English,4.8,2.0,5,"I love Katie so much!! She is extremely reasonable and relatable--which is hard to find nowadays.  She's also incredibly funny and uses her creativity and humor to make each class special and enjoyable. I took ""Vindicating the Villain"" with her and she was just so inspiring. It was BY FAR my favorite class of the semester!!! She's totally amazing!"
Roy Moyal,Psychology,5.0,2.0,1,"Professor Roy is an excellent teacher. He is very knowledgeable in psychology and writing and displays this through in-class presentations as well as in his feedback for essays. As a professor, he is also very caring and understands the fact that students have other classes and activities. (He also knows CS and makes cool demos!)"
Jodi Cohen,Communication,3.6,2.9,10,"Jodi's lectures were sometimes confusing due to an apparent lack of classroom control (sit in the front if you can't hear very well). In all, though, her class is very informative if you do the powerpoints and prepare for the speeches (I recommend going over each one beforehand with Jodi/your TA). Also, do the weekly discussion boards for an A+! "
Ken Cohen,Human Ecology,3.0,3.0,1,"Dr. Cohen is a nice guy, but the class is run, and grading conducted, very rigidly. Lectures mostly recapitulate the readings, but you have to do the readings anyway because the tests include questions from obscure passages in the texts. He curves the tests, but only b/c students did so badly. It's an interesting course that could be much better."
Dan Cohen,Business,4.6,2.4,7,"Good class. The case competition can be difficult and ambiguous but its a good experience. He is very hands-off but very clear and grades easily. Study the slides very well and go thru the book to ace the tests. He can also be moody. If youre interested in business, take it. Good for networking too."
Itai Cohen,Physics,1.8,3.6,27,If you dont have to take a class with him don't take it.
Ananda Cohen-Aponte,Art History,4.0,3.0,1,"The course is great in that it is removed form your typical euro-centric ARTH standpoint. It forces you to think about the various cultural influences on different works that were produced. The material is beautiful, diverse and interesting."
Robert Connelly,Mathematics,2.4,4.3,68,"Worst class Ive ever taken across all departments at Cornell. Instructor and TA are awful at teaching grading and communicating. 1) endless mistakes in lectures and in office hours and not releasing homework sols 2) pointlessly harsh rubrics, slow grading 3) neither Prof nor TA reply quickly to emails unless they need something from you"
Ricardo Daziano,Civil Engineering,3.5,4.0,2,Lectures were dry and heavy on theoretical information. Recitations were somewhat helpful but the many assignments were extremely difficult and required asking questions or stumbling through searching for specific coding functions. The class felt like it was preparing students for a PhD rather than just a masters level course. High expecations.
Jacob Chestnut,Hospitality,3.6,2.6,4,"I did really well in his class so I have no complaints about his teaching style. However, I have never met such a rude, entitled, and narcissistic person before. I've worked in the hospitality industry for over 3 years, and he is still by far the rudest person I've ever met. If you have a choice, please choose another professor.  "
Damien Tissot,French,5.0,3.5,2,"Many thought-provoking, dense readings, but Damien puts in extensive effort guiding the class in unpacking them. He is very passionate about philosophy, and it will show by the amount of work he gives you and the detailed feedback you will receive on it. He grades generously, especially if you show that you put in the time to improve your skills."
Fei Fei Wang,Economics,3.0,4.0,2,One of the toughest but also most rewarding classes I've taken at Cornell. By the end I had a rock solid understanding of the ins and outs of micro which prepared me well for macro and advanced electives. Lectures covered a lot of material so section with the TA is non-negotiable if you want to survive the tests.
David Sahn,Economics,1.0,5.0,1,"Avoid this professor at all costs! The class was highly disorganized, and lectures were challenging to follow. Even though the professor made attendance mandatory, the slides are still ambiguous and unclear. Also, the TA/ professor never clarified assignment instructions until the very last minute, and exams tested the most random minor things."
Clement Lai,Asian Studies,5.0,3.0,2,One of the best teachers I've ever had. Really knows how to engage the students and teach about pertinent issues that affect students of color.
Lily Chi,Architecture,3.5,4.1,12,Lectures often hard to follow
Paul Chirik,Chemistry,4.3,3.4,120,Awesome lecturer. He actually made gen chem fun which I thought was impossible. Great guy!
Chip Aquadro,Biology,4.5,2.8,11,Chip is a really cool guy. The lectures can be boring at times but the workload is very doable. I'm more interested in genetics just because of his class!
Chiara Formichi,Asian Studies,2.8,3.4,8,A clear example of how a professor can hurt a students experience at cornell. Had a situation where she bashed on essays and treated students unfairly. Not professional at all.
Kathie Hodge,Horticulture,4.9,2.5,11,This class was not an easy A if you do not have a bio background. The prelims are oddly specific and difficult with a lot of memorization. Would not recommend it as a grade booster. Professor Hodge cares a lot though and teaches great. Quiz heavy class
Rhonda Gilmore,Design,5.0,4.0,1,SHE IS THE BEST
Grace Greiner,English,3.0,4.8,3,"Although the course material was somewhat interesting (Medieval literature), she had a ridiculous amount of work required of us. She literally told us ""you guys are doing grad-level work"". My final project ended up being 27 pages long, consisting of a million questions and an 8-page essay, altogether took ~20 hours (FOR AN FWS!!! WTF)"
Philipp Kircher,Economics,4.0,3.0,1,"A good lecturer, but the slides can be a bit lacking, with a bit too heavy an emphasis on theory at times. Tests can be difficult but graded fairly, and if you study you will do well. Problem sets are difficult but definitely reasonable. Overall he is a caring professor who takes feedback well and is willing to accommodate his students"
Verity Platt,Classics,5.0,2.8,3,"It was an absolute joy to take CLASS2603 with Professor Platt and I'd recommend her to anyone! She is very open and accessible, organized, and gives excellent feedback; not to mention, she's a great person! The final project was very open and gave room for lots of creativity. "
Tom Estad,Communication,1.0,5.0,1,"Professor Estad may have been one of my least favorite teachers I have ever had. He is the least personable human I have ever encountered. Talking to him is a chore as he demonstrates no emotion. He teaches the class like we are middle schoolers, but when it comes to grading he is obscenely harsh. Whatever you do DO NOT take his class."
Arnika Fuhrmann,Asian Studies,4.8,2.8,3,Prof Fuhrmann is a wonderful lecturer and is very knowledgeable and passionate in her field. The way this course was structured was quite interesting as a bulk of it were guest speakers within the Asian Studies department and I enjoyed learning the course materials through those different perspectives. The workload was normal and pretty manageable.
Bert Fulbright,Physics,3.8,3.4,42,"Don't listen to the haters. They're right that this course has way too much work, but Bert himself is great. Only a few people can truly understand his comedic genius. He can be a little boring, but what can you expect from a professor who has been teaching the same course for 50 years."
David Funk,Architecture,3.0,3.0,1,nice
Carrie Fulton,Classics,4.5,2.0,1,"I took this class with Carrie for my FWS. The small class size means that attendance is mandatory. Class itself was interesting, but there were a few times when the lectures became somewhat dry. She tended to focus on content over grammar in the 6 essays we had to write. She is very kind and happy to help if you reached out to her."
Kei Fung (dennis) Tai,Economics,4.5,2.0,1,"Extremely friendly and approachable. Dennis is always willing to meet outside office hours and class time for as long as you need. Mostly clear though not always. Still, a lot clearer than Professor Barseghyan! Homework was always graded promptly and fairly."
Jasmine Reid,English,5.0,3.0,1,"Jasmine is the best!! She really challenges you with your development as a writer. The class itself isn't overwhelmingly reliant on grades, so as long as you make enough effort, you won't have much to worry about."
Jayadev Acharya,Engineering,4.3,3.3,4,"Literally such an amazing professor! Super enthusiastic about what he is teaching, always encourages questions. He really makes everyone feel really positive about coming to his class. His lectures are AMAZING, but somehow he always apologizes. 

My absolute favorite professor (+most humorous professor) at Cornell!"
Jay Wellman,Hospitality,4.8,2.8,10,"One of the BEST professors I have ever had! Class isn't necessary to get a good grade, but you should go anyways cause you learn a lot and cause he's so funny. Very approachable and helpful too!"
Kimberly Bowes,Archaeology,4.0,2.5,4,she puts out for a better grade. I would've gotten a C.
Kimberly Phoenix,Design,5.0,2.5,2,Really chill professor and good teaching
Kimberly O'Brien,Science,3.0,3.4,27,"This class is hard, though I think that its structure keeps you on pace as best as possible. O'Brien can be monotonous at times but it is very clear precisely what you need to know - the slides are really well made. NS 3410 with her is not for the faint of heart but it is absolutely possible to do well in it as long as you study consistently."
Debbie Cherney,Science,3.6,2.9,20,"Very sweet woman, but so unorganized and unfocused in lectures it makes it so difficult to follow along with anything she is saying. She is a pretty easy grader on papers and assignments and tells you what you need to know for the one prelim in the class. Overall easy course, but hard to sit through her lectures."
Olga Khessina,Business,4.8,3.6,5,"No tests, just case studies and a final project (all group work).  Truly wants you to do your best.  Was willing to meet at any time to answer questions because I could never attend office hours.  Tip: you can answer the case study question any way you want, just USE EVIDENCE to back up your claim and you'll get As.  Great professor, great class."
Quinn Kolar,Animal Science,5.0,1.0,1,"DCP is a very manageable class since little outside work is required. Three prelims worth 25% each. If you are sick or unprepared, alternative test times are available. It would be helpful if you have a dairy background, but it isn't necessary since this class is mostly about dairy topics in general. Prof taught her first Cornell class well. "
Austin Benson,Computer Science,5.0,4.0,1,great professor. learned a lot in this class.
Austin Bunn,Film,4.0,2.8,6,"One of the best teachers I have ever had in my life, both at and outside of college. If you are interested in screenwriting or even just reading and analyzing screenplays, take this course. Amazing lectures that he puts a lot of effort into preparing, and he brings in great guests from the film world. Accessible outside of class as well."
Sandra Siegel,English,1.1,4.7,11,"First class I had with her, she said she ""didn't know how to grade essays objectively."" Years later, that is still the most bizarre thing that I have ever heard from an English prof. She picks favorites; if you participate a lot (even if you don't make good points) and come to office hours often, you'll do well. Very, very strange person overall."
Elke Siegel,German,4.8,1.5,4,"She is interested in the topics she covered, but there wasn't much of a connection between all of them. She does give great insight into learning German better, and her feedback on papers is also great."
Kevin Bloomfield,History,3.8,3.0,4,"Prof. Bloomfield assigned a lot of reading at first, but lessened it when told by students that it was too much. Essays were graded fairly, always gave good feedback and was available to help. Towards the end of the semester became lenient and allowed us to do whatever we wanted for the final project, such as a group project on a current event."
Misako Suzuki,Languages,4.9,3.1,12,"Suzuki-Sensei is absolutely amazing. Class goes by so quickly with her and, despite always needing to do quite a bit of preparation and homework for class, I've never been stressed. She grades quite leniently for daily grades, but make sure you're prepared for written, oral, kanji, lesson, and vocabulary tests"
Alissa Kleinnijenhuis,Business,1.0,4.0,1,"Such boring class, barely has interaction with students. She just read the slides and didn't allow the use of laptops. No exam for this class, only one paper, so if you have bad teammates you are done."
Dave Roberts,Hospitality,5.0,2.8,16,Fun and intriguing professor. Exams can be a bit tough (even though they are open note) so listen in class and make a good study guide. He wants you to succeed and really is passionate about the class
Clifford Roberts,Philosophy,4.8,2.5,2,"Cliff is a great instructor.  He's more than willing to meet and talk over the material or current assignments.  He is very knowledgeable, and makes the material really clear.  You'll definitely learn how to analyze complex arguments and write a good philosophy paper."
Theodore Korzukhin,Philosophy,3.0,4.3,10,"Theo seems like a very strict teacher, however, he is very lenient on submission time and attendance. As long as you do the work, you should be fine. He does talk a lot in class and get off tracked, but his lectures are very interesting and thought provoking. When you ask questions though, he will question your thoughts harsly."
Theodore Lowi,Political Science,3.1,2.7,59,"Lowi probably used to be a great lecturer, but now he just rambles all class and occasionally says something entertaining.  Everything depends on your TA, so try to get a good one."
Holly Case,History,4.6,3.6,28,"Professor Case is without a doubt the best professor I have had at Brown. I took HIST0150G, History of Law: Great Trials. Her lectures have a beautiful arc, in which major themes are discussed, and the lecture ultimately culminates in grand realizations about themes of law, history, and human nature. Amazing class and amazing professor!"
Thomas Seeley,Biology,4.5,2.6,11,"Dr. Seeley is one of the best, most inspirational professors I've had in college.  He cares so deeply for his students, and knew all our names before the second lecture of the semester.  Truly genuine, and the prototypical professor.  Simply put, one of the best professors at Cornell.  "
Leslie Adelson,Literature,4.8,3.0,4,"The class was a lot of reading that was very difficult, but she did really help me understand what was going on in them through discussions in class. It was more writing than normal compared to other German classes, which felt a little overwhelming at times, but I think that's mostly because of it being the capstone class."
Leslie Trotter,Engineering,2.9,3.1,10,"too bad to have him as my professor. I am a master student in Cornell. This is the WORST professor in teaching I ever met, including my undergrad life."
Greg Sloan,Physics,3.0,3.3,4,"Greg Sloan is one of my favorite professors I've ever had. It was obvious that he really cared about the content and made a point to share his passion with the class. He intentionally made the tests pretty difficult, but mostly so those who were going on to ASTR 102 were adequately prepared. Overall though the class was fun and super interesting."
Greg Page,Fine Arts,3.9,2.9,8,I loved Professor Page & actually ended up taking two of his classes! He is such a caring and fun professor who gets very happy and excited when a good print is made! Is very knowledgable and is willing to share with you his experiences with printmaking and bookmaking! Will miss him very much since he recently retired from teaching.
Erik Kenyon,Classics,5.0,3.0,1,"Excellent teacher, clear instruction, helpful discussions in class, patient explanations, supportive, and passionate about the subject matter."
Ritvik Ramkumar,Mathematics,4.5,3.0,2,He got a lot better as the year went on and I was able to see how all the material connected. Definitely a hard class so would maybe benefit from an older professor with more experience but not bad nonetheless. 
Dwight Bowman,Biology,4.3,3.1,22,"Class is eh. Professor is passionate big whoop! 2 credits and you need to memorize 600 slides worth of content for each prelim, for 5 prelims + a comprehensive final. No structure to exams, they ask random obscure details. If you want a good grade, don't come to this class unless you have photographic memory. "
Lisa Chervinsky,Hospitality,2.3,2.3,3,"She seems like a nice person, however, she is not. There is little homework but she is a boring lecturer. She does not offer much help when preparing for prelims and finals and was rude when I asked for help with something (so be careful). The class sounds interesting so I recommend if you want to take it, then do so with another professor!"
Juan Espinosa,Languages,4.7,3.3,3,"He was a great instructor. The class is a lot of work if you want to do well, but he is clearly very invested in the students and makes the discussions interesting. I would definitely recommend him!"
Jeannine Routier-Pucci,Languages,4.7,3.2,9,"Great professor!  Best language course I've ever taken, hands-down.  She gives great feedback and is very approachable, always friendly, and happy to clear up anything that might confuse her students.  As she said at the end of class, she will not be teaching any more classes at Cornell, but her clear and engaging style will surely be missed!"
John Tobin,Business,3.1,2.8,7,"Strange class. Probably unnecessary. Covers basics of finance, very little on sustainability. Papers graded harshly by TA Branham, who is very nitpicky and does not offer constructive feedback. Final group project to develop financial instrument highly dependent on assigned group, some of which are carried by MBAs while others don't even have MBAs "
S Mitchell,Philosophy,5.0,3.0,1,"Fantastic professor - his class on epistemology (Knowledge and Belief) was fantastic, with an eclectic, interesting reading list. He grades very reasonably, with clear expectations outlined in the paper assignments and the (comprehensive and helpful) review. Just do the readings, pay attention in class, and study with his guide, and you'll get an A"
Alan Giambattista,Physics,4.1,3.9,24,Took in SP22. Great professor! I'm not a huge fan of the flipped classroom but found the pre-lecture videos to be helpful in thinking about topics before lecture. His exams were fair given what we covered in class and he weights heavy on tests (60% of grade is one midterm and one final). GO to study hall for Psets! Super helpful b/c they are hard.
Alan Bell,Science,4.4,3.1,15,"GREAT Prof. Is you are lucky enough to take his class, you are lucky enough. He is a crystal clear, excellent teacher with a kind heart to boot. Take his class!"
Alan Denton,Physics,2.0,4.0,1,He is not very good at time management. He spends almost the whole class period on simple concept questions then the last 8 mins he derives something new. The lon capa questions can be very difficult and he just doesn't give us the tools to complete some assignments. I got 100% on the first test then I got a high C on the 2nd. it's a rollercoaster
Alan Nussbaum,Classics,4.5,2.5,2,"A very enjoyable professor, very knowledgeable and open to questions. All material is on printed notes handed out each class, but not much of it will make sense if you don't go to lecture. I did have his class in the late afternoon and his voice put me to sleep several times, but not for lack of interesting content."
Alan Zehnder,Engineering,4.1,2.6,10,"Dude's a legend. Takes time after class to explain anything you had problems with. Yeah the homework is a lot for sure, and he expects some basic fluency in excel/python for some assignments, but he's really good at introducing Differential Equations. Handled the online transition like a champ too (Spring 2020)"
Alan Young-Bryant,English,4.4,3.3,4,"He leads classes with multiple ways of stimulating discussion, generally allows it to be run by student comments, and he often adds the etymological history of pertinent words. His grading of papers is realistic, plus he allows rewrites, and is helpful in office hours. You're likely to end up a much better reader and writer because of this class."
Sandra Greene,History,3.4,3.1,10,"Impossible to gauge if she likes you or not. Takes any question as a challenge of her knowledge and will ramble rather than just saying ""I'd have to look into that."" Relies on precolonial, colonial, and post-colonial framework for entire class which is reductive. Take a class from Judith Byfield instead and you will learn more and enjoy yourself."
Joanna Fiddler,Food Science,5.0,4.0,1,"Dr. Fiddler clearly knows what she is talking about, and makes herself available to students outside for anything whatsoever (whether that be personal, to answer questions from lecture, or to engage in a topic you are interested in). Her passion for the subject is clear and motivates students to do well and also have that same excitement. "
Joanna Luks,Languages,4.3,3.0,6,"The French grading system here of 95% is top score, no 100% is absurd.  This automatically lowers the grades. Professor Luks teaches French as an advanced English teacher would teach the origins and semantics of English. While interesting, it does not help learn the language much. Sections are where you learn everything, and grading varies by TAs."
Annalisa Raymer,Education,2.0,3.0,2,She should go home and not come back to Cornell ever again.
Ray Craib,History,4.9,2.9,16,"For HIST 1951. Class isn't hard and I an easy A if you put in the work (which is a lot). However, there's a lot of reading so if you don't want to read a LOT, do not take this class. Attendance is mandatory for lecture and discussion sections. Lecture is incredibly annoying because the assigned readings tell you the same stuff in more detail."
J. Njaroarson,Chemistry,4.3,4.0,3,Jón rules.
J. Robert Lennon,English,5.0,2.0,1,"Prof. Lennon is the best. I took his ENGL 1134 True Stories FWS and it was amazing. The readings were all interesting, and there were 6 (3-5 page) papers due throughout the semester, only three count for your grade, and can be revised up to an A. Prof. Lennon is very caring and creates a creative and kind class environment. TAKE THIS CLASS"
Thomas Fields,Business,5.0,3.0,3,Made a boring subject interesting. Funny and relatable; very good professor!
David Field,Psychology,4.2,3.0,8,"Prof. Field's lectures were really interesting and actually made me want to go to class. There's a long list of sample problems given before each prelim, and if you study those you'll do well. Definitely recommend this course!"
Brigitte Fielder,English,4.0,1.0,1,awesome awesome awesome
Mike Shapiro,Communication,3.0,3.0,13,"He is a very interesting, intelligent, and fun professor who cares about his students and inspires and creates educational growth more than any other professor I've had the privilege to encounter."
Gavriel Shapiro,Literature,3.0,3.0,6,"Talks about the university the author went to, the random people the author met, the random Russian authors the author drew inspiration from, all leading to 40 minutes of lecture that really adds nothing to your essays. On the other hand, course load is very chill, participation is almost optional, and essays are mainly graded on grammar."
David Kent,Statistics,5.0,2.0,1,Professor Kent is the literal best! He explains concepts clearly - it's obvious he wants to see his students succeed. Even for someone who sucks at coding his class has been great as he really dumbs it down for you. I will note he does have an off-putting dry sense of humor ... regardless TAKE HIS CLASS!
Kent Kleinman,Architecture,3.0,1.5,2,He is terrible. That sums it up.
Kent Goetz,Theater,4.5,2.0,1,Great professor
James Carter,Labor & Employment Relations,3.0,1.0,1,"If you need an easy A, take this class (just talk at least once a section and stay off your phone). Professor Carter is very kind and down to earth, but his lectures often felt bias and it was not entirely comfortable for students with the minority opinion to share their thoughts. For this reason, I probably would not take another of his classes."
Cristobal Forestier,Science Technology & Society,2.4,2.4,3,Extremely rude and condescending. Don't bother asking questions on ed discussion if you aren't ready to be criticized and patronized 
Stephen Hilgartner,Science,4.3,2.5,26,"Professor Hilgartner is excellent! cCass was very interesting and made me rethink science and technology's impact on society. Attendance is mandatory as there are in-class activities, and he doesn't post slides on Canvas. Also, quizzes and exams cover material in readings that aren't covered in class, so make sure to read and review those."
Sean Stapleton,Philosophy,4.7,2.7,3,He's so friendly and helpful! Definitely take his FWS on free will!!
Sean Cosgrove,History,4.0,3.0,1,"The semester began and I was not a fan of the conversational style of the course. Lengthy readings would be discussed all class. Eventually, I found Cosgroves teaching style to be great. I valued the lessons he shared regarding interpreting and understanding historical lit. His course really taught me how to back up arguments! Best class! Take it!"
Sean Fath,Organizational Behavior,5.0,2.0,2,One of the best professors on campus by far. Helps manage stress really well. Love how all exams are open notes however you still need to study because of the time crunch. Hope he gets tenure soon.
Sean Flynn Jr,Hospitality,1.1,5.0,10,run 
Sean Rogers,Hotel  Restaurant Management,4.7,1.9,7,Make sure to take Intro to management with Rogers in the spring semester. He is a good lecturer and really wants the students to do well. The median grade for the class was an A. The most important thing for his exams is to memorize everything on his powerpoint slides.
Andrew Campana,Asian Studies,5.0,1.0,2,"Easily one of the kindest and most genuine professors I've known at Cornell. When I needed an extension, he never said no. His courses were well organized, and his lectures were always a joy to attend. I think he legitimately loves what he does and wants to share it with his students. Often went to his office hours just to chat, which was fun."
Paul Chew,Computer Science,3.2,3.2,11,HORRIBLE. Unbelievably bad. This is what I'm spending 200K on? How shameful...
Carla Liesching,Fine Arts,5.0,2.0,1,"This semester with Prof. Liesching was amazing. She genuinely cares about her students' work and is enthusiastic about the content. It was a great intro course. It taught the basics of darkroom and digital photography, and the entire semester was spent developing a portfolio (the final). Some reading homework but nothing terrible. Highly recommend!"
Bob Lieberman,Physics,5.0,2.0,1,"Great teacher and a very interesting person. He is really good at establishing authenticity with students. He cares more about understanding than about bs politeness (e.g.  saying ""don't nod your head just to be polite, do you understand this or not?). Oh, and he's also a great physics teacher :)"
