Professor,Department,Rating,Difficulty,Num_Ratings,Review_Example
Martha Haynes,Astronomy,4.4,3.1,17,"Absolutely fantastic class that taught me so much. Prof. Haynes is such a great lecturer and I would highly recommend ASTRO 2201. Plus, she makes herself so accessible and welcoming. I also really appreciated the writing-based and spread-out grading structure!"
Martha Field,Human Ecology,3.4,4.3,4,"Hard class, heavy workload, don't recommend taking it"
Emily Zitek,Labor & Employment Relations,4.3,2.8,11,She is the best! Take any class you can with her.
Emily Sherwin,Law,2.0,4.0,1,Lectures meander and seem more like a recitation of the casebook than actually analyzing the issues within the cases. I can't imagine how her exams will be.  May the Creator have mercy on our grades.
Emily Rials,English,5.0,3.0,2,Incredible teacher! She was always great at answering questions and clearing up any confusion. Gave a lot of great feedback on papers and was very understanding of student's workload. I can definitely say I am a better writer because of her!
Emily Fischer,Operations amp Information Mgmt.,1.0,2.5,2,"Do not ever take classes with her. Took ENGRD 2700 with her and she was the most inexperienced and unhelpful professor ever. She went through 3-4 lectures worth of material in one lecture, and sometimes finished lectures in 25 mins. Whenever I left her class, I felt like I did not learn anything and had too much material. Worst core class ever."
Emily Gier,Human Ecology,3.5,3.5,4,"Take PASS/FAIL if you have the option.  It's way more work than 2 credits should be. Tough projects and a very hard exam.  Class itself is pretty high stress, you cook every day and its a rush to get it all done by the end. It can be fun if you take with friends but aside form learning very few cooking tips and some bad recipes  it's not worth it"
Emily Owens,Human Ecology,2.8,4.1,10,"One of the harder PAM classes. She's actually nicer than she seems during lecture. What she says during class in terms of current policy reforms, data, etc. are very accurate. Doesn't conform to one political ideology. Maybe sounds like a libertarian but maybe that's because the course is focused on utilitarianism, efficiency, opp. to paternalism"
Emily  Garbinsky ,Marketing,1.0,5.0,3,Believe me no matter what you do your grade at the end of the day could be a grade lower because of your teammates scoring. The professor makes your original A total a B with an extremely unfair peer grading (despite the fact that you did the appropriate work in your group). Obviously this class is rife with injustice
Emily Eaton,Languages,4.3,3.3,3,"Very kind and helpful professor, happy to meet outside of class, but very easy to understand in class."
Cary Howie,Languages,4.8,2.7,8,I took his night class. He was always chill and understood that students have a lot of other things on their plate. He brought in snacks sometimes and was really open to hearing everyone's opinions.
Cary Marcous,English,5.0,2.0,2,Great professor. Very respectful of the diversity of students in class discussions. Papers are straightforward and flexible.
Kathryn  Caldwell,Psychology,5.0,1.8,4,"Great, caring lecturer, she is interesting and understanding when it comes to attendance; this class is a super easy A, as there are no prelims, and no hw except for weekly take-home discussion posts and quizzes; attendance is ""mandatory"", there are many extra credit opportunities, and you don't need to read the textbook. TAKE THIS CLASS!!"
Kathryn Caggiano,Operations amp Information Mgmt.,3.7,4.0,3,One of the best professors you could ever asked for in life.
Patricia Young,Sociology,4.0,3.0,3,Very good Prof and interesting subject matter. Be ready to read though as the class is very reading heavy (thought not more than any other in the Gov department) and relies heavily on these readings for class discussions. Grading is fair and there aren't too many essays to write throughout the course.
Patricia Keller,Languages,4.4,2.5,8,"One of my favorite professors and has the most wonderful manner. You read a new work for each class and length varies (short stories, poems, plays). Reading is always manageable. Class consisted of weekly discussion posts of 300 words and 2 5-page essays. There is a lot of freedom to explore and write about the readings you prefer, easy grading. "
Nicole Giannella,Classics,4.0,3.0,3,"Professor Giannella was an okay lecturer, important to pay full attention and take good notes in class. Readings are not too bad to go through, however it is important to memorize key facts and cases. I would not recommend this class to anyone who is not interested in Ancient Roman terminology and society. "
Bruce Johnson,Biology,5.0,2.5,7,"Bruce is honestly the best professor I've had at Cornell. I'm not gonna sugarcoat and pretend like his class was easy; the lab reports did take a lot of work. However, I truly truly mean it when I say he wants you to succeed.  He was incredibly supportive and kind when I was struggling. As long as you are actively trying, you'll get an A."
Blair Johnson,Civil Engineering,5.0,4.0,1,"Very good lecturer, helpful with homeworks. Tests were hard but reasonable. Learned a lot. Definitely do the readings."
Rick Johnson,Engineering,2.5,4.4,7,I love the course! It tell us a lot new things!
Thomas Johnson,Mathematics,2.8,3.7,3,"Professor Johnson was extremely rigorous, and homework and exams were difficult.  He was extremely willing to help students learn the material, however, and had a good grasp of how well the class was understanding his lectures."
Adrienne Johnson,History,4.5,3.5,2,"Amazing lecturer, definitely one of my favorite classes at Cornell so far. Take it if you like history, food, Amstud, even if you're not in those majors"
Jan Katz,Hotel & Restaurant Management,2.5,3.3,7,"Professor Katz confuses being ""tough"" with being arrogant and rude towards students. I've heard many accounts from interactions with her that are nothing short of unprofessional to downright offensive. It shocks me that someone with 35+ years of teaching experience would choose to engage in verbal flame wars with ~20 year old college kids."
Jan Nyrop,Biology,4.8,1.0,4,"Professor Nyrop was my favorite professor during my first semester. He is an amazing lecturer and truly cares about his students. Honestly, the class is super easy, but he makes it interesting and makes you care about the class in terms of other things beyond just an easy A or A+."
David Schwartz,Computer Science,3.1,3.3,52,"I truly enjoyed this class. I'm not sure the lectures were terribly useful (are they ever?), but I kept going to class anyway because this guy is geeky and hilarious, and his love of what he does is infectious. I didn't think it was that hard, but CS100 is a weed out class so some people will find it way too hard."
David Erickson,Engineering,2.4,3.7,9,You might start crying during his exams. Bring tissues or a sense of humor.
David Holmberg,Anthropology,3.4,2.6,11,"Lectures are boring, talks about one main culture in class and leaves it up to the TA's to discuss the readings in section. Lots of reading, but overall not a difficult class. Pop quizzes have really specific information on them. "
David Mankin,Humanities,3.9,2.1,40,"Awesome teacher. Was my favorite class last year. He goes through the material pretty quickly so make sure to pay attention. If you don't want to rapidly write down notes, I would recommend buying the Take Note. Overall hilarious guy though."
David Muller,Engineering,3.3,2.8,4,"Professor Muller is abrasive and arrogant towards his students and colleagues alike. He calls out students in class for asking clarifying questions. He also makes students feel bad when they are struggling in his class and ask for help. He is an obviously accomplished researcher, and he never hesitates to let students know this or feel his power."
David Putnam,Biomedical Engineering,4.3,3.0,2,"Dr. Putnam's class was tough but also my favorite. The literature discussions were the low point of the class, but he's not out to humiliate anyone by calling on them. My best advice would be to study hard for the exams and put in the work to write the term paper at the end of the semester, and you'll learn a ton!"
David Juran,Business,4.1,3.5,9,One of the funniest professors and very caring. Not the best lecturer
Flavio Lehner,Earth Science,4.6,2.6,4,"There's very little work and no exams. The lectures are a little boring but he clearly knows what he's talking about. I wouldn't consider this an ""easy A"" class though (median grade is B+). Most people think they can ace the quizzes without paying attention to the lecture, which isn't the case"
Timothy Murray,Humanities,2.4,2.5,8,I was in his freshmen writing seminar called critical surfing. He seemed kind of off topic sometimes but his assignments are reasonalbly distributed and not so overwhelming. He is generally nice and easy grading. His video demonstrations are interesting yet disgusting time to time. He is generally a good professor and I liked his class.
Timothy Kwiatek,Philosophy,4.8,3.0,3,"Phil 1112: American philosophy. Took this for FWS. Discussion-based class, but sometimes Kwiatek steps in to guide us in the discussion. 4-5 Papers, weekly 500 word annotations on readings. Gives good feedback and grades generously. Went through Emerson, William James, Du Bois, Jane Addams. Very nice guy, genuinely interested in philosophy."
Yunhao Zhang,Computer Science,5.0,4.0,18,"The best class I've taken at Cornell by a long shot. It is very obvious Yunhao is passionate about teaching and cares about students' outcomes. I found myself often going to office hours to go beyond the course material, which Yunhao made exciting and approachable."
"Ke ""max"" Zhang",Engineering,2.7,3.6,7,Hard to communicate with
Yiran Zhang,Labor & Employment Relations,4.0,4.0,3,"Dr. Zhang is a really great professor with clear slides and plenty of resources for success. She's usually strict on assignments and extensions, and her grading can feel unpredictable unless you're 100% clear with the content. Visiting office hours is honestly the best way to clarify content and the best way to get a high grade. "
Wendong Zhang,Economics,3.0,4.0,2,"It's his first time teaching the course but he is always available and ready to work with students as needed. His exams are fair and you can do well as long as you study! He provides practice exams and the homework is a good way to make sure you know the concepts. Overall, he's a fair grader and gives chances to earn points back on exams"
Cheng Zhang,Information Science,1.0,5.0,1,"Dr. Zhang is a very nice man, however, he does not understand that students have other classes besides his class. He also has very poor course organization as he doesn't give us rubrics and has unrealistic deadlines."
Zhiru Zhang,Engineering,4.6,3.0,11,"Gives amazing lectures, always fast to respond to emails and shows great understanding for students. One of the best organized class I've taken"
Natalie Capiro,Engineering,1.0,3.0,1,"Natalie deserves to get her PhD revoked for how badly she runs this course. Lectures consist of her mumbling through slides and ""solving"" practice problems by copying the answers she has right next to her. She has no idea how to solve the problems herself. You won't learn anything in this class. Terrible introduction to the EnvE major."
Natalie Nesvaderani,Women's Studies,5.0,2.7,3,Natalie is an amazing FWS professor who really cares about her students' success. She always made an effort to accommodate students during the pandemic. I loved taking this course and would definitely recommend her to future students!!
Natalie Bazarova,Communication,3.8,3.6,4,"Prof is nice and accommodating; lecture content pretty interesting, can sometimes be repetitive. Overall, engaging class to think about technology and society, and not too difficult. Exams were a little challenging, but homework, essay, and participation hold enough weight to boost your grade. Liked the TAs and would recommend this class! "
Natalie Melas,Comparative Literature,4.7,2.7,3,"Professor Melas is great! Super sweet, super passionate! You're going to have to read and participate, but a great time nonetheless!"
Natalie Yasmin Soto,English,4.5,3.0,1,"Definitely more more than I expected, but that's probably because Ms. Soto actually read my writing and really worked with me to help improve my writing skills. I hope to take other classes with her in the future. Great class if you want someone who will invest in you - both with her time and attention (slackers beware!)."
Connie Yuan,Communication,1.8,3.9,11,"I took Mindful Intercultural Communication with her for a few weeks before I dropped the course. We did not mention the topic of communication once, and largely focused on tangents and themes that were not described in the syllabus. The course description did a terrible job at describing what actually went on in the course. "
Lauren Harmon,English,4.4,3.6,13,Tough but good professor; takes forever to grade things
Lauren Alleyne,English,3.1,3.2,4,"I took Professor Alleynes Intro to Poetry class followed by Advanced Poetry because I loved being in her class. Passionate about what she teaches and a beautiful writer! Ive never felt more creatively challenged and rewarded. If you have any genuine interest in poetry or creative writing, shes a great choice!"
Lauren Korfine,Human Ecology,5.0,2.6,13,One of the best professors Cornell has! I loved her courses!! Highly recommend
Lauren Beeley,Languages,5.0,2.0,1,No Comments
Lauren Chambliss,Communication,3.8,2.9,9,Lauren's class helped me become more confident in my writing! Her assignments make writing feel much more accessible and have inspired me to write more. Great class!
Jeffrey Bergfalk,Mathematics,4.4,2.6,5,"He explains things very clearly, and cares very much. Amazing teacher."
Jeffrey Rusten,Classics,4.3,1.8,9,"Awesome class (comic theatre), super interesting subject and Rusten teaches it exceptionally, very enthusiastic about the subject and very conversational teaching style. GPA saving class but also just an enjoyable part of my week."
Jeff Hancock,Communication,4.5,2.6,31,"He's a pretty straightforward lecturer, and the class, despite seeming like a lot of work at first, wasn't too bad! Just keep up with the assignments, and the concepts are easy to pick up. Lots of research papers to read, but Jeff is pretty chill in this class and gives good hints on what to pay attention to for quizzes, during lectures."
Jeffrey Rachlinski,Law,4.6,4.0,9,"Rachlinski is a funny guy, but his lectures are confusing. I found myself having to lean heavily on the readings to understand concepts because of this. I think that he needs to slow down and keep focused. He also seemed to be a more intense question-maker for the tests than Chatrchyan (co-prof), treating undergrads like actual law students."
Jeffrey Varner,Engineering,4.1,2.6,9,incredible class about financial engineering & hands down the best professor I have had at Cornell. 
Jeffrey Mathias,Science Technology amp Society,5.0,1.0,2,"He is the best. no need to say more. If you're looking for an FWS, look no further."
Jeffrey Scott,Entomology,5.0,2.0,1,"Out of all of the classes I took at Cornell, this class has been the most rewarding and eye-opening. It is a fairly easy 2-credit class, but it has significantly challenged my opinions on pesticides. He's truly HILARIOUS even when he doesn't try to be, so his lectures are always engaging. Very good at explaining concepts and organized. TAKE IT!"
Siddhartha Banerjee,Operations amp Information Mgmt.,1.6,4.4,6,Released final project details two weeks before the final exam and decided to have a it due on the day of exam (with a presentation). Also absent and very irresponsive throughout the semester like bro u good
Anindita Banerjee,Humanities,4.0,2.7,15,"Good class where you read texts, watch films, and then discuss them in lecture. There are some group presentations about those things and then a final project. Very nice prof."
Sara Warner,Theater,5.0,3.4,12,"Sara is one of the best people to learn from within PMA at Cornell.

She has so much knowledge about the history of the craft its a performance in itself to watch her give a lecture or present to the class.

Her projects are incredibly fun and allow you to be as creative as you want.

If you can take a class with her, do it. You won't regret it."
Sara Pryor,Earth Science,5.0,4.0,3,"This class was a lot of work but Dr. Pryor is a really awesome professor! Really good lectures and you can tell she cares a lot about her students. Definitely don't be afraid to ask questions, she's really good at answering them and is very willing to help. Exams were very fair based on the course content and she used a free online textbook."
Sara Pritchard,Science Technology & Society,3.5,3.1,7,"I took this class SP20, and Professor Pritchard was by far the most empathetic instructor that I had when the world tilted. The class can be a lot of reading and is discussion-heavy, but it's very relevant, and I ended up rethinking many of my own assumptions. I definitely recommend this course (and Professor Pritchard as an instructor)."
Jonathan Warner,Classics,4.0,3.0,1,"I had Jonathan for the FWS CLASS 1531- Greek Myth. We read directly from the Iliad, the Odyssey, and the Aeneid. There were 5 essays total, and I found them fairly easy and straight forward. I enjoyed Jonathan, as he was a nice person, but the actual in class discussions were a little dry sometimes."
Mildred Warner,Social Science,2.6,3.8,10,"Professor Warner is quick-minded and can always bring you brilliant ideas. She may be intimidating at first, but you will find out how awesome she is afterward!"
Derek Warner,Civil Engineering,4.2,2.3,4,"Warner is among the best lecturers in CEE. He really cares about his students, and all of his lectures are extremely well done. I feel like I learned a lot of valuable stuff. The one TA for this course was spread really thin though. Really needed to go to office hours to do well, but few office hours were available."
Ding Xiang Warner,Asian Studies,3.3,3.5,20,Doesn't know how to teach. Doesn't know how to support you in office hours (her positive reviews are obviously written by her if you just read them). Assignment instructions are vague but graded as if you know exactly what she wants. Has a very fragile ego.
Maria Fernandez,Art History,2.4,3.2,10,at most 3 absence in lecture or you will fail. lots of readings for an intro 1000-level course. barely any homework besides readings and two papers. HEAVY accent and low voice! yet the worst part is she does not give any slides and notes for every lecture are required to upload. gives very little information about the course and doesnt communicate
David Dittman,Hospitality,4.0,2.4,24,"This guy is the best! Not just in class but also during office hours. Amazing person to talk to, really encourages youth development. I'm gonna miss taking your class Papa Ditti!"
Stephanie Creary,Hotel  Restaurant Management,2.3,2.7,3,"She was always prepared for lectures and had an engaging teaching style. I gave her a low rating because she did not stand by her syllabus or rubrics. If she disagrees with the way in which you handled her class, she will fail you, regardless of your grades. She failed me based on attendance, even though it only counted for 15% based on syllabus."
Stephanie Owens,Fine Arts,3.0,3.5,10,"She has trouble with actually giving specific advice to people. When I was confused about a topic, all she did was send me word for word the assignment details again. Also, a lot of her examples just straight up don't follow the guidelines at all and make the assignments more confusing."
Stephanie Vaughn,English,4.0,3.5,10,"I took Professor Vaugn's Narrative Writing Class. We read really great things, she had brilliant insights, she fostered an easy environment to engage in, and she provided good writing feedback. 10/10"
Stephanie Thomas,Economics,2.6,3.5,106,"I wish I had listened to the site/friends who said not to take her class. Even if you understand the lecture materials which are relatively easy, her grading and timing is very harsh, so that the test averages are all Cs and less than 5 students actually get As in the class and majority get Bs/Cs. There also is no curve which is unfortunate."
Stephanie Divo,Asian Studies,4.6,3.5,22,"She has high standards but she is very honest and fair. The class is very intimidating at first but eventually you become accustomed to the workload, which is definitely very heavy. I went from a background of 0 chinese to being able to hold basic conversations and keep up with chinese friends"
Steven Sangren,Anthropology,3.1,2.9,8,"I wouldn't recommend taking his class if you want to understand anthropological theory. He seems to believe that because we are undergraduate students, we can only understand very superficial things; he doesn't seem interested in engaging in any intellectual discussion or listen to your opinion. I feel like that defeats the purpose of seminar."
Iris Zheng,Computer Science,1.0,4.5,2,Iris watched TV drama while students were working hard beside her.
Zhenglong Gu,Science,3.9,1.8,7,"Professor Gu is one of the best professors I have had at Cornell. He really makes the material engaging and interesting, which I am sure was difficult considering the class was taught through Zoom this semester. Great class and great professor!"
Michael Thonney,Science,3.0,2.5,2,"Dr. Thonney is an excellent teacher and highly respected within the sheep industry. Labs are practical and useful, as are chores, and lectures are informative. He is sometimes hard to hear and is not great at explaining concepts, but if you pay attention you will have no trouble in this class. Practically no homework."
Robert Terrell,Mathematics,3.7,2.7,65,"Very very easy to do well without going to lecture. The only hard thing is that everyone does well, so the prelims being easy are not really that helpful. Honestly if you just understand the concepts, a lot of the tests is just figuring it out right there and then and not that much of studying hard."
Robert Masson,Economics,1.7,3.0,9,"All this comments are a lie. I am currently an Econ major and took this.  Grading criteria is purely based on your exam (45% for 2 prelim 45% for final, 10% hw which is completion). DO NOT expect helpful lectures. He skips a lot of fundamental ideas and he is not clear. TA makes the exam so your test depends on the TA, and the TA changed this year."
Robert Johnston,Psychology,3.4,2.5,4,"Awesome class. Johnston is super easy going, canceled one of the papers for the class. The lectures are pretty interesting, lots of videos and visual material, and all of them are online word for word. I went to most of the lectures, read over my notes before exams, got an A+. Exams are 100% essays and graded fairly."
Robert Young,Psychiatry,3.6,5.0,4,"Rob was the toughest Honors College instructor that I've had.  He assigned an entire book to read, plus a paper.  Weekly.  He was quite condescending, and was really too obsessed with the term:  Design Principle.  My class should have been titled: Introduction to Design Principles.  Avoid taking his class if you're all about grades."
Robert Hockett,Law,4.3,2.8,5,"Prof. Hockett just skips couples of his classes. No PPT, no syllabus, and no homework. His lecture is more like chatting with someone, which is not favored by me. Very open text problems and you cannot miss it."
Robert Travers,History,4.4,3.2,15,Prof. Travers is superb! He will change your view of history for the better!
Robert Strichartz,Mathematics,2.2,3.2,18,just a reminder to anybody looking at this page that the math department professors rate themselves to raise their scores. Strichartz is a failure as a professor and will literally not write notes on the board. Also has bordeline pedophilic tendencies and you should avoid him if possible.
Robert Karpman,Business,2.3,3.3,13,"If you wanna actually learn about healthcare and business take US Healthcare Systems, you'll actually learn about it more and with better lectures. Karpman kinda sucks with lectures, the slides are boring and he could be dry. Its 1 credit though so its not that deep, there were only like 3 papers which weren't bad."
Claire Ménard,French,4.6,3.4,12,"I actually took 2095 with Menard. The class was interesting, and she is super friendly. It is mainly discussion focused which gave it a chill atmosphere. She is a very fair grader and will give helpful feedback on papers as well as being very relaxed and understanding about deadlines. "
Claire Whitenack,English,4.0,4.0,1,"Although this class was hard work at times, I enjoyed to discussions she lead in class. The essays were graded fairly harshly but she gave us the chance to meet with her before they were do and discuss our progress- you MUST do this. Overall she was pretty good, although she could have been more understanding at times."
Claire Lim,Economics,4.0,3.1,24,I took this course in Spring 2018. One of the best classes I have ever taken at Cornell. I learned a lot of useful and transferrable skills from the course.
Claire Cardie,Computer Science,3.6,2.8,12,"Honestly kind of mediocre. She seems nice, and she brings her dogs to class, but I dont think shes the best teacher, per se. Class is decent, moderate in difficulty (more bothersome than difficult, since there are lengthy projects that must be done in pairs as well as exams and written assignments and a pretty involved participation grade)."
Rick Evans,Engineering,2.4,2.3,11,"Professor as extraordinarily unprofessional, took far too long to get back to us when asking questions, and all in all provided for an overly stressful semester. Would not recommend."
Rick Bogel,English,4.3,3.8,6,"Great professor, great guy. Had a panic attack one day and he sat down to reassure me outside of class. He genuinely cares about the success of each of his students. He expects a lot because he knows his students can deliver. Loves to meet outside of class to help you succeed."
Rick Geddes,Economics,4.5,3.0,24,"Best class I've taken at Cornell. Prof Geddes teaches such an interesting topic in a way that will def leaves students very engaged. Super funny guy, def recommend taking! You'll learn a lot!"
Rick Allmendinger,Science,4.6,3.4,13,"very informative and a great class, that being said you gotta attend class. supposedly an ""easy"" class, but that's only true if you take notes during lectures. i didn't pay attention in class thinking everything would be on blackboard. i got rocked."
Rick Mansfield,Economics,4.0,3.0,1,"Students who aren't that good at economics will have a difficult time in Rick's class. He's extremely smart and goes very fast, but you can easily approach him for extra help. Weekly problem sets can be challenging. His tests' means/medians normally gravitate around the 70s, but he later adjusts grades to be more fair in the end."
Rick Hurd,Social Science,4.8,2.1,9,"Prof. Hurd is the greatest. He has decades of experience with unions. He appears strict and has expectations, but if you work hard it'll pay off. His banter with Prof. Sherwyn is not just entertaining and educational - it is arguably the most productive dialogue between labor/management in the country. Shoutout his TA's, you have to take this class"
Harry Shaw,English,3.8,2.3,10,He is a remarkably sage man who very willingly hands out A's. There isn't much not to like.
Harry Stewart,Civil Engineering,4.5,2.5,2,"He's a really sweet old guy. He cares a lot about his students. His lectures can be a little boring sometimes, but the class is overall quite enjoyable. Also, if you ask him about his garden or his garage, the remainder of the lecture will be about his garden, garage, or something else entirely. Enjoy!"
Harry Segal,Psychology,4.4,2.5,83,"great lecturer with years of real-world experience as a clinical psychologist. Good lectures, a lot of reading not busy work; worth it. Only small issues with him are he seems to not really understand the content in the neurobiology section of the course (still teaches it fine) and tests on specific Hamlet quotes, so just make sure you've read it. "
Harry De Gorter,Business,4.0,2.9,5,"The material was complex but De Gorter grades generously. We were graded on attendance, two pop quizzes (he warned us the class prior for both), two five page papers, a midterm, and a final. The final was an online take home exam."
Harry Katz,Labor & Employment Relations,4.4,3.0,29,"Amazing and respected professor. No one better with this much experience to teach this class. Doesn't overcomplicate anything and provides great understanding with real life examples. Exams are pretty easy and writing assignments are fair. Listens well, all past reviews are talking about harsh grading from TA's, writing assignments are now P/F."
Henry Kaiser,Business,4.1,1.7,7,"Most boring lectures I've ever witnessed. Spends 75% of class showing modelssimulations with numbers like 0.345323423 throughout the slides. Just do the homework and reference the book if you need help. If you can do the homework, you should have no problem scoring in the AA+ range on exams"
Florian Frick,Mathematics,5.0,3.5,4,Best math class with the best math professor I've ever had. Is a god at teaching combinatorics; explains everything so well and in such an unpedantic manner. Am currently crying that he's about to leave Cornell and would loved to have taken another class with him.
Qiuyun Teng,Languages,4.3,3.5,8,"It's a ton of work, but my Chinese did improve a lot, both over CHIN 2201 and 2202. I wasn't on her bad side, but if she doesn't like you, it gets a lot harder for you to finish out the class."
Max McComb,History,3.0,3.3,3,"Do not take his class. it's not worth it. He baited me and many other of my classmates into taking his class, The first paper I handed in before the deadline he graded very generously, after the deadline however he started to grade harshly. He also showed no enthusiasm. His class become extremely boring. I dislike every second I was in his class."
Eanna Flanagan,Physics,5.0,4.8,3,"Prof. Flanagan taught the advanced undergrad quantum class. 4443 is a mathematically sophisticated and theoretical course. He's a caring professor and 4443 is awesome. He covers topics in graduate quantum including density matrix, tensor products, path integrals and more . Lectures are important because the content isn't encapsulated by one book. "
Xiudi Tang,Mathematics,2.0,4.0,1,Overall the math classes at Cornell really aren't the best. This was one of those courses were the professors teaches a minimal amount of stuff in class and then the hw is crazy hard. The tests were ok I guess. The professor was decent I guess I skipped the vast majority of classes but still got a satisfactory.
Simone Tang,Organizational Behavior,3.8,2.9,4,"Professor Tang's lectures are decent at best, but her grading system is unclear and terrible. She does not make it clear how much participation/attendance counts for a grade, and your grade can be SEVERELY deflated at the end of the semester."
Ao Tang,Engineering,3.0,4.0,1,"Professor Tang's lectures are a bit hit or miss. He's better at explaining fundamental concepts than applications. Homework problems range from being very difficult to straight forward, but are worth a large percentage of your grade, so make sure you have friends in the class to work with. Exams are not similar to homework, so they are difficult."
Johnny Tang,Finance,3.0,4.5,2,I thought Prof Tang was a great professor. He was a really clear lecturer and went over things multiple times if we asked. He made difficult concepts seem more manageable. Recommend it for anyone who wants to go into banking or finance. It was hard work to study for the second midterm but well worth it. All homework is for completion and oyo
Norm Scott,Engineering,4.0,1.0,1,Very nice person. Very accommodating.
Scott Tucker,Music,5.0,3.8,9,"Teaches Worldly repertoire, Personally ambitious and knowledgeable.  High charisma as a conductor.  Passionate about the work.  Effective pedagogy through setting clear expectations and communication skills. Some of my best college years spent learning from this conductor. Has tough standards, but keeps it fun all the same."
Scott Meissner,Biology,2.1,4.0,8,"Extremely hard tests. When you go to office hours and ask questions, he just makes it more confusing. Very very strict in lecturing. All the jokes he makes is kinda sad."
Scott MacDonald,Philosophy,4.4,3.8,7,inspirational professor
Scott Sorrell,Anthropology,5.0,3.0,3,"Best professor you'll have. He is the nicest person and truly cares about his students' well being. He makes sure his class does not become another burden for students, he is fun! 10/10!!
"
Scott Yonker,Finance,3.0,3.0,1,Not my favorite professor but thorough slides and content.
Scott Stewart,Business,5.0,4.0,4,"Although a lot of work outside of class and learning on your own, a great course"
Marcelo  Aguiar,Mathematics,5.0,3.4,13,"Always willing to help out, answer questions, and get to know students. You can tell he truly cares about his students and their learning. Exams were a good reflection of homeworks/practice prelims "
Randy Wayne,Biology,3.0,2.6,28,Boring at times; though makes a difficult subject easy. Great person - invited the class over to dinner at his house!
Randy Worobo,Agriculture,5.0,3.0,1,Great guy good teacher
Michael Lynn,Hospitality,1.8,3.8,25,"All exams are True/False and are very subjective and up to professor's interpretation. Not interested in returning points even if you prove him wrong, ""that's what the curve is for"". All lecture materials are old and half the time he just plays videos instead of teaching. Avoid at all costs."
Lynne Vincent,Organizational Behavior,5.0,2.5,2,"Awesome professor. Very helpful in office hours. She uses videos to illustrate points and uses exercises to break up class. This was my first class at Cornell, and I am so happy to have had Professor Vincent. Make sure that you apply concepts to situations or you will lose points on exams."
Keith Taylor,History,5.0,4.0,1,"Prof. Taylor's lectures are engaging and like a story. He's very accessible by email and the fastest grader I've ever seen. He gives good feedback and allows for revisions if you take his suggestions into account. For a 3000 level history class, the work load is standard, but as long as you do it and form your own opinions, you should do well."
R. Keith Dennis,Mathematics,3.7,4.4,5,"There's really not much wrong with the course or the professor's ability to repeat the text. The issue is his method: most of the grade is in a massive stack of problems with a due date of ""the end of the semester."" If you're like me, that means ""don't pay attention and don't bother"" which doesn't work out well. Be wary if you lack self-motivation."
Dennis Zhou,Science,4.7,1.7,3,"He's not a professor, he only does recitation. He's pretty good though. he sometimes goes too fast, but I liked him this semester. Very chill guy / decent teacher."
Dennis Bogusz,Sociology,2.8,4.0,2,0/10
Peter Hobbs,Agriculture,3.5,2.3,3,Wasn't a fan of him. Lectures are long and extremely boring. He loves to talk but also makes you work in small groups. Attendance is taken every day - there is a sign in sheet. He emails you to ask where you were if you don't sign in. Readings and comments due every class - make sure you do them. Wiki pages require a lot of research but aren't hard
Peter Doerschuk,Engineering,2.7,3.5,15,"absolute worst!Made ECE4670 a nightmare! Has no idea what's going on in labs,didn't cover the materials required for labs in lectures; HWs,labs left ungraded(has been 60 days), converted in-class prelim to take-home exam DURING the last 5 min of the exam! 9 min late to class on average, unresponsive on email/Piazza,Messed up commcloud several times"
Peter Hitchcock,Earth Science,4.5,4.5,2,"Professor Hitchcock has been my favorite professor; he makes the class feel personal, knowing the students' names by the second class, and takes the time to explain concepts thoroughly if you don't understand them... so participate! EAS3420 is a difficult class, but his chalkboard-style lectures and expertise with the material make it much easier. "
Peter Davies,Biology,3.8,2.5,11,There is so much detail in all of his lectures that it is almost impossible to gauge what will be put on the test and to the extent of detail you need to know. He is also quite snarky when you respond to his questions in class. It seems he expects you to understand what he has learned in the past 60 years within 4 months. 
Peter Jackson,Engineering,4.3,2.5,8,"Great open-ended class where you get to work in a team on a real project that Prof. Jackson actually worked on before. There are no clear guidelines and answers, just like real life, but Prof. Jackson is very helpful and more willing to go the extra mile to get you in the right direction. One of the best classes at Cornell (and ORIE). "
Peter Diamessis,Civil Engineering,3.1,3.3,8,"I don't know what happened last year, but he literally implies he could give extra credit in return of a good review. I think he needs to focus on the quality of his course rather than finding a way around. "
Tamra Fallman,Writing,5.0,2.3,3,"Tamra is AMAZING. Such an entertaining person, genuinely cares about all of the students. The kind of instructor you would take your personal, not just academic, problems to. Highly recommend her for an FWS. Also a very fair grader, this class was easy."
Stephan Schmidt,Architecture,2.7,3.4,47,The most boring lectures of any prof I've had and is an unnecessarily harsh grader.
Erik Schmidt,Sociology,4.5,2.5,2,Erik is a great guy and is very intelligent. He will help you understand the material and has a dry sense of humor. I thought he was hysterical although it seems as if many of his jokes go above peoples' heads.
Audrey Ukhov,Finance,4.4,1.8,13,"i failed finance w another professor. ukhov makes info clear, practical, & understandable. it's almost like having a good professor can make a subject feel easy!"
Shefford Baker,Engineering,3.6,3.9,22,"Very knowledgeable, the course definitely provides a good preview for prospective matscis. Baker has this idea that the ideal test mean is a 50, so the tests are correspondingly difficult, but the class is curved so don't be scared. Labs and homework were pretty substantial, but they did help me learn the material better."
Owen Baker,Mathematics,3.0,3.0,3,I believe he visited my school(UC Riverside).Homework is online (Webwork) with unlimited tries. He is more than willing to stay after class or extend office hours to clarify anything. Very good professor
